   TEMP	   DEWP	  SLP  	  STP  	 VISIB	  WSDP	 MXSPD	  GUST	   MAX  	  MIN  	PRCP  	SNDP 	 FRSHTT
77.1	67.1	1012.6	1010.8	3.3	4.3	12	22	85.5	68	0	999.9	0
77.1	66.7	1013.2	1011.4	3.2	3.3	8	999.9	85.6	69.4	0	999.9	0
76.8	66.5	1012.2	1010.4	2.6	5.3	12	20	84.9	69.8	0	999.9	0
77.9	68.3	1012	1010.3	3.1	6.2	12	999.9	84.6	70.5	0	999.9	0
76.3	68	1011.9	1010.1	3.4	4.9	15	25.1	83.1	69.8	0	999.9	0
77.2	66.3	1011.1	1009.3	2.6	7.6	15	25.1	84.7	67.6	0	999.9	0
77.6	67.7	1011.2	1009.4	2.4	9.8	16.9	28	84.4	70	0	999.9	16
78.6	68.7	1010.7	1008.9	2.6	8.6	14	23.9	84.6	73.4	0	999.9	16
75.6	71.7	1011	1009.2	2.2	8.4	14	22	79.5	72.1	0.04	999.9	16
77.4	73.2	1010.7	1008.9	3.1	7	12	20	83.8	71.6	0.28	999.9	16
78.9	73.2	9999.9	9999.9	3.5	6.2	12	20	84.6	75.2	0.43	999.9	16
78.1	71.4	1011.1	1009.3	3.6	5.8	12	20	86	71.6	0.12	999.9	0
77.5	71.2	1010.5	1008.7	3.2	2	7	999.9	84.2	72.7	0	999.9	0
78.4	71.4	1011.9	1010.1	3	3.6	9.9	999.9	86	71.2	0	999.9	0
77.4	68.6	1011.8	1010.1	3	3.3	9.9	999.9	86	70.5	0	999.9	0
76.8	70.1	1012.8	1011	3	2.9	9.9	20	86.2	69.8	99.99	999.9	16
78.6	72	1012.4	1010.7	3.1	5.9	15.9	999.9	86.5	72.3	0	999.9	0
77.4	69.3	1013.1	1011.4	2.9	3.8	12	22	85.5	71.6	0	999.9	0
78.1	68.3	1012.8	1011.1	3.4	5	12	20	86	71.2	0.02	999.9	16
77.1	68.7	1011.4	1009.6	2.7	3.6	8	15.9	83.5	69.8	0	999.9	16
77.8	68.5	1012.2	1010.4	2.6	3.2	12	999.9	82.4	72	0	999.9	0
79.2	69.5	1011.4	1009.6	3.8	5	14	22	86.5	72.3	0	999.9	0
77.3	68.5	9999.9	9999.9	2.8	5.3	15	20	86.4	68.2	0	999.9	0
78.2	68.9	1012.3	1010.5	3.7	5.9	14	20	86.5	70.3	0	999.9	0
74.9	67.9	1012.6	1010.9	2.7	5.1	999.9	999.9	87.1	69.8	0	999.9	32
77.2	68.5	1013.1	1011.4	3.8	2.9	9.9	999.9	86	68	0	999.9	0
76.4	68.6	9999.9	9999.9	3.4	2.8	8	999.9	86.5	68.7	0	999.9	0
76.8	67.3	1014.2	1012.4	2.9	3.3	12	999.9	86.4	70	0	999.9	0
76.6	67.3	1014.1	1012.3	3.4	3.4	8	999.9	85.1	69.8	0	999.9	0
78.6	68.6	1013.7	1011.9	3.8	4.9	12	22	86.5	70.3	0	999.9	0
78.7	66.7	1013.6	1011.8	2.9	4.3	14	20	86	71.2	0	999.9	0
75.7	66.4	1012.7	1010.9	3.8	3.5	14	23.9	85.6	67.5	0	999.9	0
76.2	67.6	1011.3	1009.5	3.5	4.6	13	999.9	84.2	66.4	0	999.9	0
78.1	67.9	1010	1008.3	3.7	3	8	999.9	88.2	70.5	0	999.9	0
80.5	69.3	1010.2	1008.5	3.6	2.3	9.9	20	89.4	72.7	0	999.9	0
81.2	70.5	1010.5	1008.7	4	5.2	13	999.9	89.2	73.8	0	999.9	0
79.2	70.7	1011.6	1009.9	2.6	5.4	12	22	90	72.3	0	999.9	0
78.3	68.1	1010.9	1009.1	3.2	4.3	15	20	86.5	68.4	0	999.9	0
77.5	64.7	1011.1	9999.9	4.2	4	15	20	86.4	67.6	0	999.9	0
78.3	65.4	1011.6	1009.8	4.4	4.9	13	999.9	86.9	69.3	0	999.9	0
74.4	66.4	1012.2	1010.4	3.2	3.2	12	999.9	84.4	68.4	0	999.9	0
76.8	66.3	1011.6	1009.8	3.9	3.7	7	999.9	86.5	68	0	999.9	0
77.8	68.7	1010.2	1008.4	3.3	4.5	15	999.9	87.4	67.6	0	999.9	0
79.5	70.9	1009.2	1007.5	3.8	4.5	14	999.9	88.7	71.6	0	999.9	0
78.7	71.6	1009.3	1007.5	2.9	4	9.9	999.9	88.3	72.5	0	999.9	0
80.1	72.7	1009.7	1007.9	3.5	5.5	14	999.9	89.1	72.3	0	999.9	0
80	70.8	1009.9	1008.1	4	5	14	22	89.2	70.2	0	999.9	0
78.2	68.1	1011.3	1009.5	3.9	6.1	14	999.9	88.5	69.4	0	999.9	0
77.7	66.4	1010.9	1009.1	3.3	4.1	12	999.9	91.8	67.5	0	999.9	0
79.8	67.5	1011.8	1010	2	4.9	14	999.9	92.7	67.3	0	999.9	32
77.5	68.3	1011.6	1009.8	2	3.5	9.9	999.9	89.8	66.4	0	999.9	32
78.5	66.5	1011	1009.2	2	3.5	12	999.9	93.2	67.3	0	999.9	32
77.2	68.8	9999.9	9999.9	2.8	2.9	12	20	93.6	65.8	0	999.9	32
77.2	67.7	1010.5	1008.7	2.7	4.1	12	18.1	94.3	67.1	0	999.9	0
78.4	68.7	1011	1009.2	2.6	5.2	14	999.9	88.9	66.6	0	999.9	0
77.2	67.1	1011.4	1009.6	2.1	2.4	9.9	999.9	89.6	69.6	0	999.9	0
76.1	65.7	1011.4	1009.7	2.9	2.8	9.9	999.9	88.2	68	0	999.9	32
78.6	68.1	1012.4	1010.6	2.9	2.8	12	999.9	89.2	68	0	999.9	0
78.1	68.7	1013.4	1011.6	2.1	4	12	20	90.1	69.1	0	999.9	0
79.3	73.4	1012.7	1010.9	3.7	2.8	8	999.9	91.4	71.6	0	999.9	0
81.4	73	1012.4	1010.7	3.6	3.8	12	22	92.3	75.2	0	999.9	0
82.7	74.1	1012.5	1010.7	3.6	6.4	12	22	91.4	75.2	0	999.9	0
81.7	73.9	1010.5	1008.8	3.9	4.9	9.9	20	92.1	73	0	999.9	0
83.3	72.2	1009.6	1007.9	3.4	6.3	15	20	96.3	73.8	0	999.9	32
81.5	70.6	1009.5	1007.8	3.9	4.9	12	999.9	97.3	74.1	0	999.9	0
83.2	69.9	1011.3	1009.5	3.7	6.8	15	20	93.2	74.1	0	999.9	0
80.6	72.2	1010.3	1008.5	3.6	6	14	23.9	95.5	72.3	0	999.9	0
83.6	68.4	1008.4	1006.6	4.8	5.6	13	20	97.9	73.2	0	999.9	0
82.8	73.5	1009.5	1007.7	3.6	8.3	16.9	23.9	95.4	74.3	0	999.9	0
84.8	72.2	1011.2	1009.5	3.8	9.5	14	23.9	94.8	76.5	0	999.9	0
82	71.3	1013	1011.2	4.3	6.7	12	22	90.3	73	0	999.9	0
81.5	68.7	9999.9	9999.9	4	6.1	14	22	91	72.7	0	999.9	0
80.2	67.4	1014.1	1012.3	3.9	4.1	14	18.1	90.1	71.2	0	999.9	0
81.8	69.7	1014.2	1012.4	4	3.8	12	999.9	89.6	72.1	0	999.9	0
79.5	70.6	1012.6	1011	3.4	2.3	5.1	999.9	91.4	72.5	0	999.9	0
80.1	71.4	1012.8	1011	3.4	3.5	12	999.9	93.2	72.7	0	999.9	0
80	72.1	1012	1010.6	3.6	5.9	15	20	91.6	72.5	0	999.9	0
79.8	70.7	1011.5	1009.7	2.2	4.6	8	999.9	92.5	71.6	0	999.9	0
82.3	71.1	9999.9	9999.9	3.5	7.9	15	22	91.8	75.2	0	999.9	0
83.7	71	1011.3	1009.5	3.7	9.1	19	999.9	92.1	73.4	0	999.9	0
83.3	70.7	1011.6	1009.8	4.3	6	15	20	92.8	77	0	999.9	0
83.3	71.9	1011.9	1010.1	3.6	4.7	11.1	999.9	94.5	73.9	0	999.9	0
81.6	70.5	1010.3	1008.6	3.3	3.8	9.9	999.9	94.5	75.2	0	999.9	0
82.2	66.2	1011	1009.2	4.3	5.3	18.1	999.9	96.4	73	0	999.9	0
81.8	67.5	9999.9	9999.9	4	6.5	15	23.9	95.5	73.2	0	999.9	0
81.6	70.5	1012	1010.3	3.9	5.8	14	999.9	93	72.3	0	999.9	0
81.1	71.1	1010.6	1008.9	4.4	4.2	9.9	20	92.7	71.4	0	999.9	0
85.5	70.8	1009.5	1007.7	4.2	7.8	15	20	95	72.3	0	999.9	0
81.1	72.3	1009.8	1008.1	4	5.3	12	999.9	92.3	72.5	0	999.9	0
81.9	73.1	1010.9	1009.1	3.8	5.1	14	22	92.3	72.3	0	999.9	0
82.8	74.4	1009	1007.3	4.1	7.3	15.9	20	95.2	73.9	0	999.9	0
84.1	74.4	1007.4	1005.7	4.2	7.1	15	20	99.7	76.3	0	999.9	0
84.4	75.6	1006.2	1004.5	3.9	8.1	15	20	97.7	78.8	0	999.9	0
86.1	75	1006.9	1005.2	3.8	8.7	15.9	22	96.8	78.4	0	999.9	0
85.4	75.9	9999.9	9999.9	4.4	7.6	15	25.1	96.3	78.4	0	999.9	0
86.9	76.5	1005.5	1003.8	4.1	10.1	16.9	999.9	99.3	79.2	0	999.9	0
85.2	78.3	9999.9	9999.9	4.2	9.8	16.9	20	100.9	81.7	0	999.9	0
85.9	77.2	1003.9	1002.2	4.1	7.1	13	999.9	102.2	80.2	0	999.9	0
87.3	76.4	1005.7	1004	4.2	8	14	999.9	98.1	80.4	0	999.9	0
87.5	75.3	1006	1004.3	4.4	8.7	15	999.9	100.4	80.4	0	999.9	0
89.3	76	1006.6	1004.9	4.1	9.7	16.9	25.1	99.7	80.2	0	999.9	0
89.2	74.2	1008.3	1006.6	4.4	9.1	15.9	26	97.7	82	0	999.9	0
86.6	75.5	1008.3	1006.6	4	6.5	9.9	20	95.4	79.2	0	999.9	0
87.5	75	1008.8	1007.1	4.2	6.4	12	20	96.8	77.4	0	999.9	0
83.7	73.6	1008.3	1006.5	3.9	4.6	14	999.9	95.2	77.5	0	999.9	0
84	74.5	1010.6	1008.9	3.9	3.8	14	20	93.9	77	0	999.9	0
84.2	75.6	1008.8	1007.1	3.5	2.5	8	999.9	95	76.8	0	999.9	0
84.1	73.4	1010	1008.2	4.2	3.7	9.9	20	95	76.6	0	999.9	0
84.3	74.2	1010.1	1008.4	4.2	5.4	12	20	94.6	75	0	999.9	0
87.5	75.7	1007.6	1005.9	4	8.5	15	23.9	97.7	79	0	999.9	0
87	76.8	9999.9	9999.9	4.7	7.6	14	23.9	98.2	79.7	0	999.9	0
89	76.7	1010.1	1008.4	4.3	8	12	22	98.6	78.1	99.99	999.9	18
83.3	76.6	1009.6	1007.9	3.8	3.1	12	999.9	94.5	76.6	0.43	999.9	18
81	75.5	1009.6	1007.9	3.6	5.4	13	999.9	90.9	73.4	1.02	999.9	18
76.4	75.3	1010.5	1008.7	1.9	1.5	8	999.9	81.1	75.2	0.63	999.9	18
79.6	75.7	1011.9	1010.1	3	3.5	12	21	91.4	73.4	1.3	999.9	18
84.1	74.8	1011.7	1009.9	4.5	4.8	11.1	21	95	73.8	0.51	999.9	0
84.5	77	1010.3	1008.6	5	6.2	12	21	93	78.8	0	999.9	0
84.2	76.6	1009.3	1007.6	4.2	3.6	8	999.9	93.7	78.4	0	999.9	0
87	76.4	9999.9	9999.9	4.3	7	12	20	94.6	80.1	0	999.9	0
86.4	76.2	1008.6	1006.9	4.4	4.8	9.9	20	95	79.9	0	999.9	0
86.5	76.3	1007	1005.2	5	8.3	12	20	94.8	78.4	0	999.9	0
86.9	76.3	1006.5	1004.8	4.8	6.3	12	22	96.8	79.7	0	999.9	0
87	77.1	1006.5	1004.8	4.6	7	15	20	97.3	80.6	0	999.9	0
85	76.4	1007.1	1005.4	4.3	3.5	11.1	999.9	95.5	79.5	0	999.9	0
85.2	75.6	1008.4	1006.7	4.4	4.1	13	999.9	94.5	78.4	0	999.9	0
84.8	75.2	1007.9	1006.2	4.5	4.2	9.9	20	94.6	78.1	0	999.9	0
84.7	74.2	1007.1	1005.4	4	3.4	9.9	999.9	95.7	75.7	0	999.9	0
86.4	76.6	1006.3	1004.6	4	4.6	12	999.9	95.5	78.8	0	999.9	0
85.3	77.3	1005.3	1003.6	4.7	4	9.9	999.9	98.1	79.5	0	999.9	0
87.9	77.1	1005.8	1004.1	4.6	5.2	9.9	20	98.6	79.9	0	999.9	0
88.8	78.1	1007.1	1005.4	5.1	6.7	12	19	97	80.1	0	999.9	0
88.8	77.6	1006.8	1005.1	4.8	5.8	15.9	999.9	97.3	80.2	0	999.9	0
89	76.8	1004.6	1002.9	5.1	9.3	14	22	98.8	82.4	0	999.9	0
89.6	78	1003.9	1002.2	4.8	6.6	15	22	99.3	82	0	999.9	0
89.4	77.3	1004.8	1003.1	4.4	7.4	9.9	20	101.5	82.4	0	999.9	0
88	79.2	1005.1	1003.4	4.2	7.6	12	20	97.2	83.3	0	999.9	0
89.4	79	1005	1003.3	4.4	10.5	15.9	20	100.4	78.8	0	999.9	0
86.8	74.8	9999.9	9999.9	4.8	8.1	19	20	100	78.3	0.01	999.9	0
91.7	77.8	1005.1	1003.4	5.3	8.5	15	22	104	82.4	0	999.9	0
89.6	78.1	1003.3	1001.6	8.1	8.2	15	22	107.2	83.5	0	999.9	0
91.8	77.8	1003.8	1002.1	5.1	6.5	12	999.9	107.6	83.8	0	999.9	0
89.9	79.6	1003.8	1002.1	4.8	5.8	9.9	20	103.6	84.2	0	999.9	0
90.7	74	1003.5	1001.8	5.8	9.7	18.1	22	111.4	84.2	0	999.9	0
96.4	71	9999.9	9999.9	11.3	13.3	20	29.9	110.5	83.1	0	999.9	0
91.2	74.7	1003.4	1001.7	5.5	6.5	15	22	108.1	80.6	0	999.9	0
91.8	73.3	1003.6	1001.9	7.1	7	14	20	109.8	83.3	0	999.9	0
93.9	71.2	1004	1002.3	7.9	7.8	15	20	105.8	82.4	0	999.9	0
87.6	73.4	1006	1004.4	5.3	6.1	15	25.1	98.2	82.4	0	999.9	0
92.3	73.1	1006.1	1004.4	7.7	8.4	16.9	20	106.7	82.4	0	999.9	0
90.1	72.2	1005.2	1003.5	5.3	8.4	15	23.9	106.9	80.6	99.99	999.9	16
87.6	73.4	1004.4	1002.7	6.3	6.8	14	22	104.2	82.4	0	999.9	16
87.2	74.9	1004.3	1002.6	6.1	7.1	14	999.9	102.2	75.2	99.99	999.9	16
86.7	75.6	1005.1	1003.3	8.6	6.9	14	999.9	100.6	75.4	0.08	999.9	0
89	73.5	1004.9	1003.2	5.6	5.9	13	999.9	100.8	81.5	0	999.9	0
92	69.6	1003.6	1001.9	7.1	8.4	20	29.9	104	72.7	0	999.9	0
91	71.5	1001.7	1000	6.4	9.9	15.9	28	103.5	77	0	999.9	0
93.2	71.2	1003.2	1001.6	4.9	10	18.1	28	105.8	83.8	0	999.9	0
93.1	68.2	1004.3	1002.6	5.9	8.7	14	22	104.4	84.2	0.01	999.9	0
89.7	71.4	1003.4	1001.7	4.5	6.8	18.1	22	102.9	81.3	0	999.9	16
90.7	69.1	1004.3	1002.6	7	7	14	22	101.3	78.4	0.12	999.9	0
90.6	69.1	1003.1	1001.4	4.1	5.3	15.9	26	102	83.8	0	999.9	16
90.5	69.4	1002.8	1001	10.1	6.4	12	999.9	103.8	83.7	0	999.9	0
90.2	72.9	1001.7	1000	5.5	7.2	14	999.9	107.1	83.8	0	999.9	0
91.2	72.4	1003.5	1001.8	8.8	6.3	12	20	101.5	84.2	99.99	999.9	16
82.5	77.8	1005.3	1003.6	4.9	2.4	12	999.9	89.4	76.3	0.2	999.9	18
82.7	76.1	1003.8	1002	5.4	3.3	9.9	999.9	91.9	77	0	999.9	18
78.4	75.4	1003.9	1002.1	8.3	7.3	15	999.9	84.6	77	0.39	999.9	16
84.4	74.7	1001.4	999.7	6.6	4.2	9.9	20	93.4	78.8	0	999.9	0
85	75.3	1001.1	999.4	11.4	5.3	14	999.9	94.8	78.8	0	999.9	0
87.2	73	1001.3	999.6	4.6	6.3	18.1	28	98.6	80.2	0	999.9	0
87.9	73.2	1001.8	1000.1	5	8.9	15.9	26	100.6	80.6	0	999.9	0
87	73.5	1002.2	1000.5	6.6	8.1	15.9	22	93	83.8	0	999.9	0
88	72.7	1001.8	1000.9	6.9	8.8	15.9	20	95.4	81.1	99.99	999.9	16
86.1	72.8	1003.6	1001.9	5.4	5.9	14	25.1	96.1	81.5	0	999.9	16
88.1	68.3	1004.6	1002.9	3.9	7.6	15	25.1	94.6	81.9	0	999.9	0
88.7	70.4	1004.9	1003.2	6.5	10.5	20	29.9	97.2	81.5	0	999.9	16
90.4	68.8	1004.5	1002.8	6.8	8.2	14	20	98.1	82.4	0	999.9	16
89.2	70.7	1003.8	1002	10.1	9.4	15	25.1	102.7	80.6	0	999.9	0
89.7	69.8	1003.6	1001.9	5.3	7.4	15	25.1	102.6	81.9	0	999.9	0
89.9	70.3	1003.7	1002	9.7	9.7	14	22	103.6	83.7	0	999.9	0
91.3	70.2	1006.2	1004.5	7.1	9.2	15	28	102.6	72.3	0.01	999.9	16
89.3	71.4	1004.8	1003.1	6.4	7.4	12	22.9	102.2	80.6	0.2	999.9	16
87	72	1004.7	1003	7.2	8.2	15	20	99.1	79	0	999.9	16
88.8	70.8	1003.2	1001.5	5.3	9.9	18.1	23.9	100.6	79.9	0.01	999.9	0
89.9	70.3	1001.7	1000	7.1	10.5	18.1	28.9	103.3	81.3	0.12	999.9	0
89.6	70	1002.5	1000.8	6.7	9.7	15.9	22	103.1	82.4	0	999.9	0
90.8	71.3	1002.7	1001	5.4	9.4	15.9	29.9	104.2	83.5	0	999.9	0
87.6	71.2	1003.6	1001.9	8.4	11.5	20	29.9	100.4	78.8	99.99	999.9	16
89.5	70.3	9999.9	9999.9	7.2	9.9	15	25.1	104.2	78.4	0.08	999.9	0
88.1	71.1	1003.9	1002.2	6.8	9.4	14	22	104.2	82.4	0	999.9	16
88.4	69.9	1003.8	1002.1	6.2	7.2	15	28	101.8	80.6	0	999.9	16
85.2	74.2	1005	1003.3	7.7	6.8	15	22	102	79.9	0.04	999.9	18
85.5	73.8	1006	1004.3	8.1	5.9	14	999.9	101.8	78.4	0.51	999.9	16
86.6	73.3	1004.4	1002.7	7.1	8.1	14	22.9	102.6	78.8	0.04	999.9	16
89.7	71.2	1003.1	1001.4	5.8	9.5	20	29.9	101.8	80.2	0.04	999.9	16
91.7	68.7	1002	1000.3	5.5	12.2	20	29.9	102	78.4	0.2	999.9	0
91.5	66.6	1001.6	999.9	5.9	12.5	20	29.9	100	80.2	0.08	999.9	0
90.7	69.9	1001.7	1000.2	5.7	6.7	18.1	28	98.6	84.6	0	999.9	0
91.3	67.1	1001.3	999.6	6.1	14.7	25.1	35	102.4	83.8	0	999.9	16
90.6	67.9	1000.4	998.7	5	10.1	18.1	25.1	101.1	85.3	0	999.9	0
92.7	67.6	1002.1	1000.4	5.8	13.6	22	32.1	101.1	84.9	0.04	999.9	0
90.8	68.1	1003.9	1002.2	4.3	8.7	16.9	28	103.3	83.3	0	999.9	16
90.3	70.4	1005.1	1003.4	5.4	8.6	20	29.9	100.8	81.3	0.02	999.9	0
87	71.4	1006.2	1004.5	4.5	7.3	12	22	102.6	80.6	0	999.9	16
85.7	73	1007.5	1005.8	5.3	6.3	20	29.9	100.4	74.1	0.31	999.9	18
82.6	71.7	1007.6	1005.8	4.7	6.4	16.9	25.1	96.3	73.4	1.1	999.9	16
84.3	71.9	1007.8	1006.1	4.7	5.5	20	999.9	95.5	76.6	0	999.9	16
81	73.2	1007.5	1005.7	4.6	3	14	22	90.7	73.4	0.35	999.9	16
82.3	74.2	1007.1	1005.4	7.1	7.2	18.1	999.9	93.2	72.7	1.26	999.9	16
86.1	73.7	1004.7	1003	7.1	9.5	15	999.9	97	78.1	0	999.9	0
87.5	73.6	1004.4	1002.6	5.3	6.5	15.9	999.9	97.7	81.5	0	999.9	0
88.4	75.7	1004.3	1002.6	6.4	6.3	14	999.9	97.9	81.9	0	999.9	0
85.7	73.6	1003.5	1002	7.2	6	15	999.9	98.8	78.8	99.99	999.9	16
85.4	73.4	1002.9	1001.2	8.1	8.3	14	23.9	98.8	80.4	0.08	999.9	0
87.2	73.9	1003.9	1002.2	5.6	6.4	16.9	999.9	99.1	80.8	0	999.9	0
87.9	73.8	1004.5	1002.8	6.2	5.9	13	16.9	99	81	99.99	999.9	18
85.6	74.8	1004.3	1002.6	4.9	6.8	15.9	20	96.8	73	1.06	999.9	0
87.4	74.7	1004.7	1003	8.2	6.3	15	25.1	97.2	79.5	0	999.9	0
84.3	75.4	1004.5	1002.8	9.3	2.9	14	999.9	96.8	78.8	0	999.9	16
83.8	75.5	1005.3	1003.6	4.6	5.5	15	999.9	93.9	75.2	0.16	999.9	18
85.4	74.6	9999.9	9999.9	6.6	9.3	16.9	999.9	95.9	74.5	1.89	999.9	0
86.6	73.7	1005.3	1003.6	5.4	4.6	14	22.9	95.4	79.3	0	999.9	0
84.9	75.8	1006.3	1004.5	4.3	5.5	15.9	999.9	91.4	77.4	0.2	999.9	16
77.6	73.9	1005.9	1004.2	3.1	6.6	12	999.9	84.6	75.2	0.08	999.9	16
83.3	73.3	1002.8	1001.1	4.2	9.4	16.9	999.9	94.6	77	99.99	999.9	16
81.2	72.5	1003.2	1001.5	4.3	6.7	12	999.9	86	77	0	999.9	0
84.8	72.1	1005.4	1003.7	4.2	5.8	15.9	999.9	94.1	77	99.99	999.9	16
85.1	73	1006.1	1004.5	3.9	6.6	12	999.9	94.5	78.8	0	999.9	16
85.1	73.2	9999.9	9999.9	4.9	9.2	18.1	999.9	94.6	79.5	0.04	999.9	0
84.5	72.9	9999.9	9999.9	5.1	9.3	15.9	999.9	96.3	80.2	0	999.9	0
84.2	73.6	9999.9	9999.9	4.7	9.2	18.1	999.9	96.4	78.8	0.08	999.9	16
85.9	73.4	1006.2	1004.5	4.3	9.8	15.9	999.9	98.1	78.8	0	999.9	0
86.1	74	9999.9	9999.9	4.1	8.7	13	999.9	92.8	80.6	99.99	999.9	18
81.3	76.4	9999.9	9999.9	3.4	5.4	9.9	999.9	85.6	75.9	0.35	999.9	0
85.2	75.4	9999.9	9999.9	4.9	10.4	18.1	999.9	97.2	78.4	0.02	999.9	0
85.4	77	1006.4	1004.7	4.3	6.4	14	999.9	93.9	80.6	0	999.9	2
84	74.1	1007.7	1006	4	6.5	12	999.9	90.7	79.2	0	999.9	0
85.7	74.8	1007.8	1006.1	4.3	9.5	16.9	20	97.5	80.4	0	999.9	0
88	72	1005.8	1004.1	5	11.3	18.1	999.9	97.5	81.7	0	999.9	0
88.2	71.6	1006.1	1004.5	5.7	10.4	20	26	95	81.5	99.99	999.9	16
87.8	70.3	9999.9	9999.9	5.3	12.9	22	32.1	97.7	78.8	0	999.9	0
87.5	70.9	1005.6	1003.9	5.6	12.8	22	29.9	96.8	80.6	0.02	999.9	0
89.2	70.4	9999.9	9999.9	6.3	11	18.1	26	100	79.2	0	999.9	0
87.1	72.5	1005.6	1003.9	4.9	8.8	18.1	999.9	101.5	80.6	0.01	999.9	16
90.1	72.3	1003.9	1002.2	5	9.7	15	999.9	97.3	81	0	999.9	0
87.5	74.5	1003.1	1001.6	5.1	10.5	18.1	999.9	100.9	78.8	99.99	999.9	16
85.6	74.2	9999.9	9999.9	3.4	8.4	15.9	999.9	98.8	78.8	0.39	999.9	16
87.4	74.4	1006.5	1004.8	5.3	8.1	15	22	95	79.2	0.03	999.9	16
86.8	74	9999.9	9999.9	5.7	7.7	15	999.9	94.5	76.8	0.24	999.9	18
85	74.1	1005.2	1003.5	4.1	5.4	15	999.9	91.9	76.6	0	999.9	16
86.8	71.5	1005.2	1003.5	5.4	8	15	28	95.5	78.8	0	999.9	0
85.2	72.8	1004.1	1002.4	4.6	8.3	15	22	93.4	79.3	0	999.9	0
88.1	69.8	1004.2	1002.5	4.9	9.1	18.1	999.9	97.5	80.6	0	999.9	0
86	72.2	1003.9	1002.2	4.9	8.8	20	999.9	95	79.5	0	999.9	0
86.1	72.8	9999.9	9999.9	5.1	9.9	15	999.9	96.1	80.6	0	999.9	0
85.3	72	9999.9	9999.9	4.4	8.3	15	999.9	99.7	80.6	0.08	999.9	16
85.9	73.8	1006.9	1005.2	4.2	7.4	15.9	999.9	99.1	80.6	0	999.9	0
85.6	74	1006.9	1005.2	4.7	7	15	999.9	100.4	77	0.39	999.9	18
85.6	73.9	1007.1	1005.3	4.5	6.1	12	999.9	97.5	75.9	99.99	999.9	16
86.4	73.7	1006.8	1005.1	4.6	7.2	14	999.9	99.1	79.9	99.99	999.9	16
86.9	74	1008.2	1006.5	4.7	6.5	13	999.9	94.6	80.6	0.01	999.9	16
85.7	74.2	1008.7	1007	4.7	9.2	16.9	999.9	96.8	80.6	0	999.9	0
84.4	74.4	9999.9	9999.9	4.8	7.5	18.1	999.9	96.8	77.7	0.03	999.9	16
85.4	74	1005.8	1004.1	4.5	6.2	12	999.9	97.5	75.9	99.99	999.9	18
81.8	74.6	1006.4	1004.6	4	3.4	8	999.9	88.9	73.9	3.68	999.9	16
84.1	74.6	9999.9	9999.9	4.1	6.1	13	22.9	94.6	79.9	0	999.9	0
84.3	78.1	1005.8	1004.1	3.9	4.1	12	999.9	93.9	78.8	0	999.9	0
84.7	75.9	1006.3	1004.7	4.9	6.6	14	999.9	95.2	77.7	0.08	999.9	16
84.5	74.2	9999.9	9999.9	4.5	7.2	15	999.9	94.8	79.2	0.04	999.9	16
85.6	77.2	1008.8	1007.1	4.1	8.8	18.1	999.9	93.6	80.2	0	999.9	0
85.9	76.1	1007.1	1005.4	4.9	8.7	15	18.1	95.4	78.8	99.99	999.9	16
84.6	74.9	1006.5	1004.8	4.4	5.5	15.9	999.9	94.8	76.6	0.03	999.9	0
85	76.4	1007.5	1005.8	4.3	5.2	15	25.1	96.3	77	0	999.9	18
81.8	75.2	1007.4	1005.7	4.6	5.8	13	999.9	93.6	74.3	0.24	999.9	0
83.2	76.7	1007.5	1005.8	4.3	4.8	12	999.9	88.5	78.8	0	999.9	0
84.1	75.1	1007.6	1005.9	4.7	6.4	13	999.9	93	77.7	0	999.9	0
86.5	76	1007.4	1005.7	4.9	7.8	15	999.9	95	78.4	0	999.9	0
84.6	73.7	1006.2	1004.5	4.7	3.6	9.9	999.9	95.5	77	0	999.9	18
81.4	74.6	1006	1004.2	3.4	4.1	12	20	92.8	77	0	999.9	16
81.8	76.2	9999.9	9999.9	2.7	5.7	12	999.9	87.8	77	0.12	999.9	16
79.1	76.3	1004.4	1002.6	2.8	5.2	12	999.9	82.9	74.3	0.39	999.9	16
80.1	75.7	1003.7	1002	3.1	2.5	6	999.9	84.7	77	0.35	999.9	16
81.2	75.2	1002.6	1000.8	2.3	5	12	999.9	90.1	77	0.04	999.9	18
85.1	76.2	1001.9	1000.2	4.2	7.6	15.9	22	93	75.2	0.67	999.9	0
86.5	76.9	1004.8	1003.1	4.2	6.8	12	999.9	95.5	78.1	0	999.9	18
84.6	77.3	1005.4	1003.7	4.2	4.7	9.9	999.9	91.8	76.8	0.35	999.9	0
84.5	77.2	1006.4	1004.7	4.1	3.5	12	999.9	95.2	80.2	0	999.9	16
77.9	74.6	1006.8	1005.1	2.6	2.7	8	999.9	87.3	73.4	0.03	999.9	18
79.6	75.2	1004.5	1002.8	2.6	4.5	15	18.1	89.2	73.4	1.38	999.9	18
78.1	74.6	1003.3	1001.6	3.9	6.1	15	16.9	84.9	74.1	6.69	999.9	16
83.1	76	1005.1	1003.6	4.5	6	12	999.9	92.5	75.2	0.47	999.9	16
81.6	76.8	1007.9	1006.2	3.4	4.2	9.9	999.9	89.2	78.8	0.01	999.9	16
83.6	76.7	1007.9	1006.1	4.1	3.8	15	999.9	93	77.7	0.16	999.9	0
84	76.4	1009.3	1007.6	3.8	4.3	12	999.9	91.8	78.6	0	999.9	0
85.7	75.5	1009.1	1007.4	4.1	4.7	11.1	999.9	95.7	78.1	0	999.9	0
